マスター,地名,センター,燃やすごみ,缶 びん ペットボトル,プラスチック製容器包装,小型金属
2,加賀屋町,上京エコまちステーション,月 木,水,金,水2
2,勘解由小路町,上京エコまちステーション,火 金,水,木,水4
2,梶井町,上京エコまちステーション,火 金,木,水,水4
2,頭町(油小路通元誓願寺側),上京エコまちステーション,火 金,水,月,水3
2,頭町(西洞院通中長者町側),上京エコまちステーション,火 金,木,水,水4
2,柏清盛町,上京エコまちステーション,月 木,水,火,水1
2,春日町,上京エコまちステーション,火 金,水,木,水4
2,片原町,上京エコまちステーション,月 木,水,火,水1
2,上生洲町,上京エコまちステーション,火 金,木,水,水4
2,上小川町,上京エコまちステーション,火 金,水,月,水3
2,上鍛冶町,上京エコまちステーション,火 金,水,木,水4
2,上片原町,上京エコまちステーション,火 金,木,水,水3
2,上木下町,上京エコまちステーション,火 金,水,月,水3
